instant,dteday,season,temp,hum,windspeed
1493,2011-03-07,1,0.32,0.36,0.3881
1494,2011-03-07,1,0.32,0.36,0.4179
1495,2011-03-07,1,0.34,0.31,0.3881
1496,2011-03-07,1,0.34,0.31,0.3582
1497,2011-03-07,1,0.34,0.29,0.3582
1498,2011-03-07,1,0.32,0.31,0.2239
1499,2011-03-07,1,0.3,0.33,0.2239
1500,2011-03-07,1,0.3,0.33,0.1642
1501,2011-03-07,1,0.28,0.38,0.2239
1502,2011-03-07,1,0.26,0.48,0.1642
1503,2011-03-07,1,0.28,0.48,0.0
1504,2011-03-08,1,0.26,0.48,0.0896
1505,2011-03-08,1,0.24,0.52,0.1343
1506,2011-03-08,1,0.24,0.52,0.1343
1507,2011-03-08,1,0.24,0.52,0.0896
1508,2011-03-08,1,0.22,0.64,0.0
1509,2011-03-08,1,0.2,0.69,0.1045
1510,2011-03-08,1,0.2,0.59,0.0
1511,2011-03-08,1,0.18,0.64,0.1343
1512,2011-03-08,1,0.22,0.55,0.194
1513,2011-03-08,1,0.26,0.41,0.1642
1514,2011-03-08,1,0.3,0.33,0.194
1515,2011-03-08,1,0.36,0.25,0.1642
1516,2011-03-08,1,0.36,0.23,0.0
1517,2011-03-08,1,0.38,0.25,0.1045
1518,2011-03-08,1,0.38,0.2,0.0
1519,2011-03-08,1,0.36,0.18,0.0
1520,2011-03-08,1,0.38,0.27,0.1642
1521,2011-03-08,1,0.36,0.27,0.2239
1522,2011-03-08,1,0.34,0.27,0.194
1523,2011-03-08,1,0.34,0.31,0.1045
1524,2011-03-08,1,0.32,0.39,0.0896
1525,2011-03-08,1,0.3,0.49,0.194
1526,2011-03-08,1,0.3,0.49,0.2239
1527,2011-03-08,1,0.28,0.61,0.194
1528,2011-03-09,1,0.26,0.65,0.0896
1529,2011-03-09,1,0.26,0.52,0.1343
1530,2011-03-09,1,0.26,0.52,0.1343
1531,2011-03-09,1,0.24,0.7,0.0896
1532,2011-03-09,1,0.24,0.75,0.1045
1533,2011-03-09,1,0.24,0.81,0.1343
1534,2011-03-09,1,0.24,0.85,0.1045
1535,2011-03-09,1,0.24,0.87,0.1642
1536,2011-03-09,1,0.24,0.87,0.1343
1537,2011-03-09,1,0.26,0.87,0.2537
1538,2011-03-09,1,0.3,0.75,0.2537
1539,2011-03-09,1,0.32,0.76,0.3881
1540,2011-03-09,1,0.32,0.76,0.2537
1541,2011-03-09,1,0.32,0.76,0.3582
1542,2011-03-09,1,0.34,0.76,0.2985
1543,2011-03-09,1,0.36,0.71,0.2985
1544,2011-03-09,1,0.34,0.76,0.3284
1545,2011-03-09,1,0.34,0.76,0.2985
1546,2011-03-09,1,0.34,0.76,0.2537
1547,2011-03-09,1,0.34,0.76,0.3284
1548,2011-03-09,1,0.32,0.87,0.194
1549,2011-03-09,1,0.32,0.93,0.3284
1550,2011-03-09,1,0.32,0.93,0.1642
1551,2011-03-09,1,0.34,0.93,0.194
1552,2011-03-10,1,0.34,0.0,0.2537
1553,2011-03-10,1,0.34,0.0,0.2537
1554,2011-03-10,1,0.34,0.0,0.2537
1555,2011-03-10,1,0.36,0.0,0.194
1556,2011-03-10,1,0.36,0.0,0.3284
1557,2011-03-10,1,0.38,0.0,0.2239
1558,2011-03-10,1,0.38,0.0,0.2836
1559,2011-03-10,1,0.4,0.0,0.2239
1560,2011-03-10,1,0.4,0.0,0.1642
1561,2011-03-10,1,0.4,0.0,0.2537
1562,2011-03-10,1,0.42,0.0,0.2239
1563,2011-03-10,1,0.42,0.0,0.2239
1564,2011-03-10,1,0.44,0.0,0.2985
1565,2011-03-10,1,0.44,0.0,0.2239
1566,2011-03-10,1,0.42,0.0,0.2537
1567,2011-03-10,1,0.44,0.0,0.3881
1568,2011-03-10,1,0.44,0.0,0.3582
1569,2011-03-10,1,0.44,0.0,0.5821
1570,2011-03-10,1,0.36,0.0,0.3284
1571,2011-03-10,1,0.36,0.0,0.2239
1572,2011-03-10,1,0.34,0.0,0.1343
1573,2011-03-10,1,0.34,0.0,0.0896
1574,2011-03-11,1,0.34,1.0,0.0896
1575,2011-03-11,1,0.34,1.0,0.1045
1576,2011-03-11,1,0.34,1.0,0.1045
1577,2011-03-11,1,0.32,0.93,0.0896
1578,2011-03-11,1,0.3,0.81,0.2239
1579,2011-03-11,1,0.26,0.81,0.2836
1580,2011-03-11,1,0.26,0.7,0.194
1581,2011-03-11,1,0.28,0.7,0.2537
1582,2011-03-11,1,0.3,0.61,0.2836
1583,2011-03-11,1,0.32,0.57,0.2985
1584,2011-03-11,1,0.32,0.57,0.2985
1585,2011-03-11,1,0.34,0.53,0.2537
1586,2011-03-11,1,0.36,0.53,0.2537
1587,2011-03-11,1,0.36,0.5,0.3582
1588,2011-03-11,1,0.34,0.53,0.2537
1589,2011-03-11,1,0.34,0.49,0.2985
1590,2011-03-11,1,0.34,0.49,0.2239
1591,2011-03-11,1,0.32,0.49,0.3284
1592,2011-03-11,1,0.3,0.56,0.3284
1593,2011-03-11,1,0.3,0.56,0.1642
1594,2011-03-11,1,0.3,0.52,0.2537
1595,2011-03-11,1,0.3,0.52,0.1642
1596,2011-03-11,1,0.3,0.52,0.2537
1597,2011-03-12,1,0.26,0.6,0.1343
1598,2011-03-12,1,0.24,0.65,0.194
1599,2011-03-12,1,0.24,0.65,0.194
1600,2011-03-12,1,0.24,0.65,0.2537
1601,2011-03-12,1,0.24,0.65,0.2537
1602,2011-03-12,1,0.22,0.69,0.194
1603,2011-03-12,1,0.22,0.75,0.2537
1604,2011-03-12,1,0.24,0.7,0.194
1605,2011-03-12,1,0.26,0.65,0.1642
1606,2011-03-12,1,0.28,0.65,0.1045
1607,2011-03-12,1,0.32,0.66,0.2239
1608,2011-03-12,1,0.34,0.49,0.3284
1609,2011-03-12,1,0.34,0.53,0.2836
1610,2011-03-12,1,0.36,0.51,0.3582
1611,2011-03-12,1,0.4,0.5,0.4478
1612,2011-03-12,1,0.42,0.44,0.4925
1613,2011-03-12,1,0.46,0.41,0.4478
1614,2011-03-12,1,0.46,0.44,0.3284
1615,2011-03-12,1,0.42,0.54,0.1642
1616,2011-03-12,1,0.42,0.54,0.0896
1617,2011-03-12,1,0.4,0.58,0.1045
1618,2011-03-12,1,0.38,0.62,0.0
1619,2011-03-12,1,0.36,0.71,0.0
1620,2011-03-12,1,0.38,0.66,0.0896
1621,2011-03-13,1,0.38,0.62,0.1045
1622,2011-03-13,1,0.36,0.66,0.1343
1623,2011-03-13,1,0.34,0.76,0.1343
1624,2011-03-13,1,0.34,0.66,0.1642
1625,2011-03-13,1,0.36,0.62,0.1343
1626,2011-03-13,1,0.34,0.66,0.0
1627,2011-03-13,1,0.36,0.62,0.194
1628,2011-03-13,1,0.4,0.5,0.2985
1629,2011-03-13,1,0.4,0.5,0.4179
1630,2011-03-13,1,0.42,0.47,0.2537
1631,2011-03-13,1,0.44,0.41,0.4179
1632,2011-03-13,1,0.46,0.38,0.3881
1633,2011-03-13,1,0.46,0.38,0.3881
1634,2011-03-13,1,0.46,0.41,0.2985
1635,2011-03-13,1,0.48,0.39,0.3284
1636,2011-03-13,1,0.46,0.41,0.3881
1637,2011-03-13,1,0.44,0.41,0.3582
1638,2011-03-13,1,0.4,0.43,0.3582
1639,2011-03-13,1,0.36,0.5,0.3582
1640,2011-03-13,1,0.32,0.57,0.2985
1641,2011-03-13,1,0.3,0.56,0.2537
1642,2011-03-13,1,0.3,0.56,0.3284
1643,2011-03-13,1,0.26,0.65,0.2239
1644,2011-03-14,1,0.26,0.65,0.1045
1645,2011-03-14,1,0.26,0.65,0.0896
1646,2011-03-14,1,0.26,0.65,0.0896
1647,2011-03-14,1,0.26,0.65,0.1343
1648,2011-03-14,1,0.24,0.7,0.1343
1649,2011-03-14,1,0.26,0.65,0.1343
1650,2011-03-14,1,0.28,0.61,0.0
1651,2011-03-14,1,0.3,0.56,0.1343
1652,2011-03-14,1,0.32,0.53,0.3284
1653,2011-03-14,1,0.34,0.42,0.2537
1654,2011-03-14,1,0.36,0.4,0.2537
1655,2011-03-14,1,0.38,0.37,0.0
1656,2011-03-14,1,0.38,0.36,0.3284
1657,2011-03-14,1,0.38,0.34,0.0
1658,2011-03-14,1,0.38,0.37,0.1642
1659,2011-03-14,1,0.4,0.35,0.1045
1660,2011-03-14,1,0.38,0.4,0.194
1661,2011-03-14,1,0.36,0.4,0.1045
1662,2011-03-14,1,0.36,0.43,0.1343
1663,2011-03-14,1,0.34,0.46,0.2239
1664,2011-03-14,1,0.34,0.46,0.1343
1665,2011-03-14,1,0.32,0.49,0.1045
1666,2011-03-14,1,0.32,0.53,0.0
1667,2011-03-15,1,0.32,0.53,0.0
1668,2011-03-15,1,0.3,0.62,0.0896
1669,2011-03-15,1,0.3,0.62,0.0896
1670,2011-03-15,1,0.24,0.75,0.0896
1671,2011-03-15,1,0.24,0.75,0.194
1672,2011-03-15,1,0.22,0.8,0.194
1673,2011-03-15,1,0.24,0.75,0.1642
1674,2011-03-15,1,0.26,0.7,0.0896
1675,2011-03-15,1,0.3,0.7,0.0
1676,2011-03-15,1,0.32,0.66,0.194
1677,2011-03-15,1,0.34,0.57,0.2239
1678,2011-03-15,1,0.36,0.5,0.2239
1679,2011-03-15,1,0.36,0.57,0.2836
1680,2011-03-15,1,0.38,0.46,0.2985
1681,2011-03-15,1,0.38,0.43,0.2836
1682,2011-03-15,1,0.38,0.46,0.3284
1683,2011-03-15,1,0.36,0.62,0.194
1684,2011-03-15,1,0.36,0.62,0.2985
1685,2011-03-15,1,0.34,0.71,0.2836
1686,2011-03-15,1,0.34,0.71,0.2836
1687,2011-03-15,1,0.32,0.81,0.1045
1688,2011-03-15,1,0.32,0.87,0.1642
1689,2011-03-15,1,0.32,0.87,0.1642
1690,2011-03-16,1,0.3,0.93,0.2537
1691,2011-03-16,1,0.3,1.0,0.2985
1692,2011-03-16,1,0.28,1.0,0.2239
1693,2011-03-16,1,0.3,0.93,0.1642
1694,2011-03-16,1,0.3,0.93,0.1045
1695,2011-03-16,1,0.3,0.93,0.1045
1696,2011-03-16,1,0.3,0.93,0.194
1697,2011-03-16,1,0.32,0.93,0.0
1698,2011-03-16,1,0.32,0.93,0.1343
1699,2011-03-16,1,0.36,0.81,0.1642
1700,2011-03-16,1,0.36,0.81,0.1343
1701,2011-03-16,1,0.4,0.71,0.1045
1702,2011-03-16,1,0.4,0.76,0.1343
1703,2011-03-16,1,0.4,0.76,0.2239
1704,2011-03-16,1,0.4,0.76,0.2537
1705,2011-03-16,1,0.4,0.76,0.1642
1706,2011-03-16,1,0.44,0.54,0.2985
1707,2011-03-16,1,0.44,0.54,0.2239
1708,2011-03-16,1,0.44,0.51,0.3284
1709,2011-03-16,1,0.42,0.54,0.2985
1710,2011-03-16,1,0.42,0.58,0.2836
1711,2011-03-16,1,0.4,0.62,0.3881
1712,2011-03-16,1,0.4,0.65,0.194
1713,2011-03-17,1,0.38,0.66,0.2537
1714,2011-03-17,1,0.36,0.71,0.2239
1715,2011-03-17,1,0.34,0.71,0.2985
1716,2011-03-17,1,0.34,0.66,0.1642
1717,2011-03-17,1,0.34,0.71,0.194
1718,2011-03-17,1,0.32,0.76,0.1045
1719,2011-03-17,1,0.32,0.76,0.194
1720,2011-03-17,1,0.32,0.76,0.1343
1721,2011-03-17,1,0.36,0.66,0.1343
1722,2011-03-17,1,0.4,0.62,0.2537
1723,2011-03-17,1,0.44,0.54,0.3284
1724,2011-03-17,1,0.44,0.54,0.2836
1725,2011-03-17,1,0.5,0.45,0.2239
1726,2011-03-17,1,0.52,0.42,0.0896
1727,2011-03-17,1,0.5,0.45,0.1045
1728,2011-03-17,1,0.52,0.42,0.2537
1729,2011-03-17,1,0.5,0.48,0.2836
1730,2011-03-17,1,0.5,0.42,0.194
1731,2011-03-17,1,0.46,0.59,0.1642
1732,2011-03-17,1,0.44,0.58,0.194
1733,2011-03-17,1,0.42,0.67,0.2239
1734,2011-03-17,1,0.42,0.62,0.2239
1735,2011-03-17,1,0.4,0.66,0.2239
1736,2011-03-17,1,0.42,0.62,0.2836
1737,2011-03-18,1,0.42,0.58,0.2836
1738,2011-03-18,1,0.4,0.62,0.2537
1739,2011-03-18,1,0.4,0.62,0.194
1740,2011-03-18,1,0.36,0.71,0.194
1741,2011-03-18,1,0.38,0.66,0.1642
1742,2011-03-18,1,0.4,0.66,0.194
1743,2011-03-18,1,0.4,0.66,0.194
1744,2011-03-18,1,0.42,0.67,0.2537
1745,2011-03-18,1,0.46,0.63,0.2239
1746,2011-03-18,1,0.52,0.53,0.2836
1747,2011-03-18,1,0.54,0.52,0.2836
1748,2011-03-18,1,0.56,0.49,0.3582
1749,2011-03-18,1,0.64,0.41,0.2836
1750,2011-03-18,1,0.66,0.39,0.2537
1751,2011-03-18,1,0.68,0.39,0.3582
1752,2011-03-18,1,0.68,0.39,0.2836
1753,2011-03-18,1,0.7,0.37,0.3284
1754,2011-03-18,1,0.68,0.39,0.1642
1755,2011-03-18,1,0.66,0.44,0.1343
1756,2011-03-18,1,0.62,0.46,0.1343
1757,2011-03-18,1,0.62,0.46,0.1045
1758,2011-03-18,1,0.62,0.5,0.1642
1759,2011-03-18,1,0.6,0.53,0.2239
1760,2011-03-19,1,0.6,0.53,0.2537
1761,2011-03-19,1,0.58,0.46,0.3582
1762,2011-03-19,1,0.56,0.43,0.2239
1763,2011-03-19,1,0.54,0.39,0.3284
1764,2011-03-19,1,0.52,0.34,0.4179
1765,2011-03-19,1,0.52,0.34,0.4179
1766,2011-03-19,1,0.44,0.44,0.4179
1767,2011-03-19,1,0.4,0.5,0.3284
1768,2011-03-19,1,0.42,0.47,0.4925
1769,2011-03-19,1,0.42,0.44,0.4627
1770,2011-03-19,1,0.44,0.38,0.4179
1771,2011-03-19,1,0.46,0.36,0.4478
1772,2011-03-19,1,0.46,0.33,0.4179
1773,2011-03-19,1,0.5,0.34,0.4627
1774,2011-03-19,1,0.5,0.31,0.4925
1775,2011-03-19,1,0.5,0.29,0.4179
1776,2011-03-19,1,0.5,0.31,0.3881
1777,2011-03-19,1,0.48,0.31,0.3284
1778,2011-03-19,1,0.46,0.31,0.3284
1779,2011-03-19,1,0.44,0.33,0.2836
1780,2011-03-19,1,0.42,0.35,0.2239
1781,2011-03-19,1,0.4,0.37,0.2985
1782,2011-03-19,1,0.4,0.37,0.3284
1783,2011-03-19,1,0.38,0.4,0.2985
1784,2011-03-20,1,0.34,0.49,0.4179
1785,2011-03-20,1,0.32,0.53,0.3582
1786,2011-03-20,1,0.3,0.52,0.2836
1787,2011-03-20,1,0.28,0.56,0.2537
1788,2011-03-20,1,0.26,0.56,0.2239
1789,2011-03-20,1,0.26,0.6,0.194
1790,2011-03-20,1,0.26,0.6,0.2239
1791,2011-03-20,1,0.24,0.6,0.2239
1792,2011-03-20,1,0.28,0.56,0.1642
1793,2011-03-20,1,0.3,0.52,0.1343
1794,2011-03-20,1,0.32,0.45,0.0
1795,2011-03-20,1,0.34,0.39,0.1045
1796,2011-03-20,1,0.36,0.4,0.1045
1797,2011-03-20,1,0.38,0.34,0.0
1798,2011-03-20,1,0.4,0.3,0.0
1799,2011-03-20,1,0.4,0.32,0.0896
1800,2011-03-20,1,0.42,0.32,0.0
1801,2011-03-20,1,0.4,0.35,0.2836
1802,2011-03-20,1,0.38,0.4,0.3582
1803,2011-03-20,1,0.36,0.43,0.2836
1804,2011-03-20,1,0.36,0.46,0.2836
1805,2011-03-20,1,0.34,0.53,0.2836
1806,2011-03-20,1,0.34,0.53,0.3284
1807,2011-03-20,1,0.34,0.61,0.3881
1808,2011-03-21,2,0.34,0.66,0.3881
1809,2011-03-21,2,0.34,0.71,0.3881
1810,2011-03-21,2,0.34,0.71,0.3284
1811,2011-03-21,2,0.34,0.71,0.3284
1812,2011-03-21,2,0.32,0.81,0.2985
1813,2011-03-21,2,0.32,0.76,0.2537
1814,2011-03-21,2,0.3,0.87,0.4179
1815,2011-03-21,2,0.3,0.87,0.4179
1816,2011-03-21,2,0.34,0.81,0.3284
1817,2011-03-21,2,0.38,0.76,0.3881
1818,2011-03-21,2,0.42,0.71,0.2985
1819,2011-03-21,2,0.44,0.77,0.2537
1820,2011-03-21,2,0.5,0.63,0.2239
1821,2011-03-21,2,0.54,0.64,0.2239
1822,2011-03-21,2,0.56,0.6,0.2239
1823,2011-03-21,2,0.54,0.64,0.2836
1824,2011-03-21,2,0.54,0.64,0.2537
1825,2011-03-21,2,0.52,0.72,0.2239
1826,2011-03-21,2,0.58,0.6,0.4179
1827,2011-03-21,2,0.56,0.64,0.194
1828,2011-03-21,2,0.46,0.94,0.194
1829,2011-03-21,2,0.46,0.88,0.2239
1830,2011-03-21,2,0.46,0.88,0.0896
1831,2011-03-22,2,0.46,0.88,0.194
1832,2011-03-22,2,0.42,1.0,0.1343
1833,2011-03-22,2,0.44,0.94,0.0896
1834,2011-03-22,2,0.44,0.82,0.2239
1835,2011-03-22,2,0.42,0.82,0.1642
1836,2011-03-22,2,0.4,0.87,0.1343
1837,2011-03-22,2,0.4,0.87,0.2537
1838,2011-03-22,2,0.4,0.76,0.1045
1839,2011-03-22,2,0.4,0.58,0.2985
1840,2011-03-22,2,0.4,0.58,0.4627
1841,2011-03-22,2,0.44,0.54,0.2985
1842,2011-03-22,2,0.44,0.51,0.3284
1843,2011-03-22,2,0.46,0.47,0.2537
1844,2011-03-22,2,0.5,0.45,0.2239
1845,2011-03-22,2,0.5,0.42,0.3284
1846,2011-03-22,2,0.5,0.42,0.2239
1847,2011-03-22,2,0.5,0.42,0.1045
1848,2011-03-22,2,0.5,0.42,0.1045
1849,2011-03-22,2,0.48,0.44,0.0896
1850,2011-03-22,2,0.44,0.54,0.2537
1851,2011-03-22,2,0.44,0.54,0.3582
1852,2011-03-22,2,0.42,0.54,0.2836
1853,2011-03-22,2,0.4,0.58,0.2537
1854,2011-03-22,2,0.4,0.58,0.2537
1855,2011-03-23,2,0.36,0.71,0.2239
1856,2011-03-23,2,0.34,0.76,0.2239
1857,2011-03-23,2,0.34,0.76,0.2239
1858,2011-03-23,2,0.34,0.76,0.2537
1859,2011-03-23,2,0.32,0.87,0.194
1860,2011-03-23,2,0.34,0.87,0.2537
1861,2011-03-23,2,0.32,0.93,0.2239
1862,2011-03-23,2,0.32,0.87,0.194
1863,2011-03-23,2,0.32,0.81,0.2537
1864,2011-03-23,2,0.34,0.81,0.2836
1865,2011-03-23,2,0.34,0.87,0.194
1866,2011-03-23,2,0.34,0.87,0.2239
1867,2011-03-23,2,0.34,0.87,0.1343
1868,2011-03-23,2,0.36,0.87,0.1045
1869,2011-03-23,2,0.38,0.82,0.2239
1870,2011-03-23,2,0.4,0.76,0.2239
1871,2011-03-23,2,0.4,0.76,0.2239
1872,2011-03-23,2,0.38,0.82,0.2537
1873,2011-03-23,2,0.38,0.82,0.2537
1874,2011-03-23,2,0.36,0.87,0.6418
1875,2011-03-23,2,0.32,1.0,0.4179
1876,2011-03-23,2,0.32,0.93,0.1642
1877,2011-03-23,2,0.32,0.9,0.0
1878,2011-03-24,2,0.32,0.93,0.2239
1879,2011-03-24,2,0.3,1.0,0.2239
1880,2011-03-24,2,0.3,1.0,0.2537
1881,2011-03-24,2,0.28,1.0,0.194
1882,2011-03-24,2,0.28,1.0,0.194
1883,2011-03-24,2,0.28,0.93,0.2239
1884,2011-03-24,2,0.28,0.93,0.2239
1885,2011-03-24,2,0.26,1.0,0.2239
1886,2011-03-24,2,0.26,1.0,0.2985
1887,2011-03-24,2,0.26,0.93,0.2239
1888,2011-03-24,2,0.26,0.93,0.3284
1889,2011-03-24,2,0.3,0.81,0.2985
1890,2011-03-24,2,0.3,0.7,0.3284
1891,2011-03-24,2,0.32,0.7,0.2239
1892,2011-03-24,2,0.3,0.7,0.1343
1893,2011-03-24,2,0.3,0.7,0.2537
1894,2011-03-24,2,0.3,0.65,0.2239
1895,2011-03-24,2,0.3,0.7,0.2239
1896,2011-03-24,2,0.3,0.61,0.2985
1897,2011-03-24,2,0.3,0.56,0.3881
1898,2011-03-24,2,0.28,0.61,0.2836
1899,2011-03-24,2,0.26,0.65,0.2239
1900,2011-03-24,2,0.26,0.65,0.1642
1901,2011-03-24,2,0.24,0.65,0.194
1902,2011-03-25,2,0.24,0.6,0.194
1903,2011-03-25,2,0.2,0.69,0.1642
1904,2011-03-25,2,0.2,0.69,0.2239
1905,2011-03-25,2,0.2,0.69,0.1045
1906,2011-03-25,2,0.18,0.74,0.1045
1907,2011-03-25,2,0.18,0.74,0.1642
1908,2011-03-25,2,0.18,0.74,0.2239
1909,2011-03-25,2,0.2,0.59,0.3582
1910,2011-03-25,2,0.22,0.51,0.2836
1911,2011-03-25,2,0.24,0.48,0.2985
1912,2011-03-25,2,0.26,0.48,0.0
1913,2011-03-25,2,0.3,0.45,0.2836
1914,2011-03-25,2,0.32,0.42,0.2537
1915,2011-03-25,2,0.32,0.39,0.194
1916,2011-03-25,2,0.36,0.32,0.3284
1917,2011-03-25,2,0.34,0.36,0.2537
1918,2011-03-25,2,0.34,0.34,0.2985
1919,2011-03-25,2,0.32,0.36,0.3582
1920,2011-03-25,2,0.3,0.39,0.2537
1921,2011-03-25,2,0.3,0.36,0.2836
1922,2011-03-25,2,0.3,0.39,0.1343
1923,2011-03-25,2,0.3,0.39,0.1642
1924,2011-03-25,2,0.28,0.38,0.3284
1925,2011-03-25,2,0.26,0.38,0.2836
1926,2011-03-26,2,0.26,0.38,0.2836
1927,2011-03-26,2,0.26,0.38,0.2985
1928,2011-03-26,2,0.22,0.44,0.2239
1929,2011-03-26,2,0.2,0.47,0.194
1930,2011-03-26,2,0.22,0.44,0.2239
1931,2011-03-26,2,0.2,0.51,0.194
1932,2011-03-26,2,0.18,0.55,0.194
1933,2011-03-26,2,0.2,0.51,0.194
1934,2011-03-26,2,0.22,0.44,0.1343
1935,2011-03-26,2,0.24,0.41,0.1343
1936,2011-03-26,2,0.26,0.41,0.1642
1937,2011-03-26,2,0.28,0.38,0.1642
1938,2011-03-26,2,0.3,0.36,0.194
1939,2011-03-26,2,0.32,0.33,0.2239
1940,2011-03-26,2,0.34,0.29,0.2239
1941,2011-03-26,2,0.34,0.29,0.194
1942,2011-03-26,2,0.34,0.23,0.194
1943,2011-03-26,2,0.32,0.24,0.2239
1944,2011-03-26,2,0.32,0.21,0.1642
1945,2011-03-26,2,0.28,0.45,0.2537
1946,2011-03-26,2,0.28,0.45,0.2537
1947,2011-03-26,2,0.26,0.44,0.194
1948,2011-03-26,2,0.28,0.41,0.2239
1949,2011-03-26,2,0.26,0.44,0.2836
1950,2011-03-27,2,0.26,0.41,0.1642
1951,2011-03-27,2,0.24,0.52,0.194
1952,2011-03-27,2,0.22,0.55,0.194
1953,2011-03-27,2,0.2,0.69,0.2239
1954,2011-03-27,2,0.18,0.74,0.1642
1955,2011-03-27,2,0.16,0.86,0.1343
1956,2011-03-27,2,0.16,0.86,0.1642
1957,2011-03-27,2,0.2,0.69,0.2239
1958,2011-03-27,2,0.22,0.55,0.1343
1959,2011-03-27,2,0.22,0.55,0.2239
1960,2011-03-27,2,0.24,0.48,0.1642
1961,2011-03-27,2,0.26,0.44,0.2239
1962,2011-03-27,2,0.3,0.39,0.2239
1963,2011-03-27,2,0.32,0.36,0.1642
1964,2011-03-27,2,0.32,0.36,0.2836
1965,2011-03-27,2,0.34,0.34,0.0
1966,2011-03-27,2,0.32,0.31,0.2537
1967,2011-03-27,2,0.3,0.33,0.194
1968,2011-03-27,2,0.3,0.31,0.2239
1969,2011-03-27,2,0.28,0.36,0.1642
1970,2011-03-27,2,0.26,0.41,0.1642
1971,2011-03-27,2,0.26,0.41,0.1642
1972,2011-03-27,2,0.26,0.44,0.194
1973,2011-03-28,2,0.22,0.55,0.194
1974,2011-03-28,2,0.22,0.44,0.194
1975,2011-03-28,2,0.22,0.44,0.1642
1976,2011-03-28,2,0.22,0.44,0.1642
1977,2011-03-28,2,0.18,0.43,0.194
1978,2011-03-28,2,0.18,0.34,0.2836
1979,2011-03-28,2,0.2,0.32,0.3284
1980,2011-03-28,2,0.2,0.34,0.2239
1981,2011-03-28,2,0.22,0.32,0.2239
1982,2011-03-28,2,0.24,0.3,0.194
1983,2011-03-28,2,0.26,0.3,0.2836
1984,2011-03-28,2,0.26,0.25,0.0
1985,2011-03-28,2,0.3,0.24,0.2239
1986,2011-03-28,2,0.32,0.22,0.2239
1987,2011-03-28,2,0.32,0.24,0.2836
1988,2011-03-28,2,0.34,0.23,0.2239
1989,2011-03-28,2,0.34,0.23,0.2985
1990,2011-03-28,2,0.32,0.21,0.2836
1991,2011-03-28,2,0.3,0.22,0.1343
1992,2011-03-28,2,0.32,0.22,0.1045
1993,2011-03-28,2,0.32,0.21,0.1343
1994,2011-03-28,2,0.3,0.22,0.2239
1995,2011-03-28,2,0.28,0.24,0.2985
1996,2011-03-29,2,0.26,0.28,0.3284
1997,2011-03-29,2,0.24,0.32,0.2985
1998,2011-03-29,2,0.24,0.32,0.2985
1999,2011-03-29,2,0.24,0.32,0.2985
2000,2011-03-29,2,0.2,0.44,0.1642
2001,2011-03-29,2,0.22,0.37,0.2537
2002,2011-03-29,2,0.22,0.41,0.2985
2003,2011-03-29,2,0.22,0.41,0.3582
2004,2011-03-29,2,0.24,0.35,0.3582
2005,2011-03-29,2,0.28,0.28,0.3881
2006,2011-03-29,2,0.3,0.24,0.2985
2007,2011-03-29,2,0.34,0.25,0.3881
2008,2011-03-29,2,0.34,0.25,0.1642
2009,2011-03-29,2,0.34,0.25,0.2985
2010,2011-03-29,2,0.36,0.25,0.2537
2011,2011-03-29,2,0.38,0.25,0.2239
2012,2011-03-29,2,0.38,0.22,0.1642
2013,2011-03-29,2,0.4,0.2,0.1343
2014,2011-03-29,2,0.36,0.21,0.0896
2015,2011-03-29,2,0.34,0.23,0.194
2016,2011-03-29,2,0.36,0.21,0.0896
2017,2011-03-29,2,0.34,0.42,0.0
2018,2011-03-29,2,0.34,0.49,0.0
2019,2011-03-29,2,0.32,0.57,0.1045
2020,2011-03-30,2,0.32,0.57,0.0
2021,2011-03-30,2,0.32,0.39,0.0
2022,2011-03-30,2,0.32,0.57,0.0
2023,2011-03-30,2,0.32,0.49,0.0
2024,2011-03-30,2,0.32,0.57,0.0
2025,2011-03-30,2,0.3,0.56,0.194
2026,2011-03-30,2,0.3,0.49,0.1343
2027,2011-03-30,2,0.32,0.45,0.1045
2028,2011-03-30,2,0.32,0.49,0.1642
2029,2011-03-30,2,0.32,0.45,0.2239
2030,2011-03-30,2,0.34,0.46,0.2239
2031,2011-03-30,2,0.34,0.46,0.2537
2032,2011-03-30,2,0.34,0.46,0.1642
2033,2011-03-30,2,0.36,0.46,0.2239
2034,2011-03-30,2,0.36,0.46,0.2985
2035,2011-03-30,2,0.28,0.81,0.2985
2036,2011-03-30,2,0.28,0.87,0.2537
2037,2011-03-30,2,0.26,0.93,0.1045
2038,2011-03-30,2,0.26,0.93,0.2239
2039,2011-03-30,2,0.26,0.93,0.2239
2040,2011-03-30,2,0.24,0.93,0.2985
2041,2011-03-30,2,0.24,0.93,0.2537
2042,2011-03-30,2,0.24,0.93,0.2239
2043,2011-03-30,2,0.24,0.93,0.2836
2044,2011-03-31,2,0.24,0.93,0.2239
2045,2011-03-31,2,0.24,0.93,0.194
2046,2011-03-31,2,0.24,0.93,0.194
2047,2011-03-31,2,0.24,0.93,0.2239
2048,2011-03-31,2,0.24,0.93,0.2537
2049,2011-03-31,2,0.24,0.93,0.2239
2050,2011-03-31,2,0.24,0.93,0.2985
2051,2011-03-31,2,0.24,0.93,0.2537
2052,2011-03-31,2,0.24,1.0,0.2537
2053,2011-03-31,2,0.26,0.93,0.2537
2054,2011-03-31,2,0.26,0.93,0.2537
